name,N,v_max,f_bul,f_gas,log_SBdisk,kappa_outer,kappa_center,kappa_mean,F_median,F_mean,F_inner,F_outer,mean_resid,rms_resid,corr
CamB,9,20.1,0.0,0.20276119777662893,1.0748976703249968,0.7067775463559519,0.45627754230774165,0.5757842488356754,0.3972033518492956,0.40849040662966396,0.48374686392384364,0.3552584378850584,-4.5040616299970235,4.765124662446218,0.901024110566805
D512-2,4,37.2,0.0,0.1014072595498989,0.8506462351830665,0.9494365281514984,0.9303266042176127,0.9459694791621784,0.4194372756317667,0.42281807172948926,0.4599348589611566,0.3924628766932669,10.692026320142185,11.264393719730009,nan
D564-8,6,25.0,0.0,0.34956980032231005,0.3471347829100198,0.8525741852630344,0.7476043313752903,0.8085239575199296,0.41897619895764826,0.42085236646577284,0.4707143326096737,0.37493233897846595,4.743787322009446,4.771910145808094,0.968635064215685
D631-7,16,58.5,0.0,0.5813146610675102,0.6792331602743954,0.9204237884944337,0.4155253685703545,0.6455692483548469,0.35603173454650305,0.37470862673426797,0.47162149649457374,0.3145483228619254,2.166769554546011,6.1524100602301,0.6306495453360855
DDO064,14,46.9,0.0,0.30004836286551884,1.098404085681175,0.8470372542693241,0.3872891304412564,0.5907269995989688,0.3645216663977402,0.378071114924518,0.48278118276091647,0.31153997485601315,5.40186126865363,5.935968382416928,0.9463842655721048
DDO154,12,48.2,0.0,0.6502015790063557,0.5187019054648524,0.9088774752681762,0.5185611149764511,0.7017967554557384,0.36761585825490783,0.38280848087323394,0.47209461390263796,0.3232215188795648,6.28912355667022,7.127006293951927,0.8249343995874776
DDO161,31,67.5,0.0,0.5996565820667406,0.859045874548512,0.964544251524567,0.26944646012587575,0.6213458704238265,0.34532383269057054,0.36593809543520256,0.43692598439992697,0.32486743101345844,-2.2259731207126543,5.79148591445244,0.8917451095564849
DDO168,10,55.0,0.0,0.6382753520685446,0.8320829249507451,0.8491468572227356,0.5755603258230767,0.7049955597941434,0.3869152038426058,0.3958822150009588,0.47537336161411053,0.3312364189682152,1.458510339940307,4.000542362593595,0.7985200367086442
DDO170,8,62.2,0.0,0.5688593529682999,0.37579420920526235,0.8763051775378106,0.6556772338715604,0.7718234803092908,0.3920458979384981,0.40037747683800223,0.46339250779847974,0.3547783202547258,7.551531244260502,9.00059876464133,0.4359930547349801
ESO079-G014,15,178.0,0.0,0.03038481573817767,2.091089859396779,0.8530087883125443,0.35133318460246915,0.5660021863973376,0.3540370958380866,0.3882568241372287,0.47799756858665,0.32859804842115337,-2.0828193425277557,12.301713593910172,0.8883611982408559
ESO116-G012,15,112.0,0.0,0.13747499593747886,1.7728558621381258,0.9106404678072075,0.41872617874862667,0.6411571075162047,0.3632963945812182,0.3836665986293843,0.47378261852925335,0.3278214495378949,5.395918224720932,8.231238440376664,0.9125870068492618
ESO444-G084,7,63.1,0.0,0.5794499275569132,0.8885538857362553,0.790059666645419,0.5801736972559632,0.6918765858445076,0.4095927445849389,0.41649174933552047,0.4753146822681451,0.3688596228185418,16.6744101436559,17.055707243181704,0.9576525560543535
ESO563-G021,30,321.0,0.0,0.02558929704312729,2.437247292808752,0.9775875285135996,0.28472226044757565,0.6603177639998712,0.36174946161485766,0.37671342451479767,0.4530460783268546,0.3395086035698193,-4.173976098434817,24.86282431855962,0.9439357304175586
F561-1,6,50.4,0.0,0.1518487252765154,1.2219790184215833,0.8770988325632757,0.7555123795004536,0.8260811097281886,0.40753248795215186,0.41099378342774284,0.4605017111604808,0.36864199816877097,-2.0013226889812357,8.205508508593716,0.05043287384525896
F563-1,17,112.5,0.0,0.36149451868676485,0.8280150642239769,0.9580248690883509,0.4151827137893115,0.6587189845730872,0.3089499458393159,0.3329841180907978,0.4459847513470363,0.30852704321448227,28.089222751333022,31.94636422332887,0.3266924063720363
F563-V1,6,29.5,0.0,0.29690821051946603,0.7977290652970024,0.8750985826694813,0.7429278069875083,0.8196185869091913,0.399203399320592,0.40529574523654305,0.4605364183054619,0.3622840308639164,-1.3494980160597092,6.0640398345947615,0.18694175952325393
F563-V2,10,118.0,0.0,0.2232998877928726,1.4320388084546212,0.8313955924284389,0.4322966379721227,0.617853872479802,0.3699373283092042,0.36740209014601427,0.4776644562005836,0.26059239955415925,13.977392202141298,21.418967174671547,0.46412865325710845
F565-V2,7,83.1,0.0,0.4482547826363895,0.5743620327718135,0.8274386418521121,0.6640270516563791,0.7522635735251084,0.40941324276956714,0.4142554041741854,0.4750844894601608,0.3622623677274419,17.802016390320553,18.182408288382163,0.853853018638291
F567-2,5,52.2,0.0,0.15853144832996308,0.9339931638312423,0.8987707045509882,0.8457337000975663,0.8804117269726343,0.4224808500769541,0.4226743965477497,0.44068566451257407,0.40497633057933974,11.604779178766329,13.126584233129588,-0.2911860967941501
F568-1,12,142.0,0.0,0.16754389010617998,1.4031634335301735,0.8146833962511084,0.4310840595484966,0.6042607613562572,0.3752589805312787,0.39261512272422555,0.4813428221688533,0.3464353029804418,31.531421160024752,33.21845878485086,0.9243741790015607
F568-3,18,120.0,0.0,0.11606436763723028,1.3920517726020207,0.8433086991212095,0.29455302268814343,0.5212833996895816,0.35697966100385414,0.3721146275428646,0.46433659630064766,0.34336408777563293,8.924298455735785,10.964176787010565,0.946689753311085
F568-V1,15,118.0,0.0,0.13092753807150243,1.341773574350278,0.8508985355384593,0.417666200558891,0.6083698774174677,0.37821190811259664,0.3934777894167493,0.47407627907734246,0.36162426878456655,37.51903986700813,39.114527191964086,0.9691788768254108
F571-8,13,144.0,0.0,0.012609526765680053,2.4217135833486116,0.7738453361543223,0.35795334595009587,0.5349111645721601,0.3680502186493637,0.39812615229535536,0.4855762299083797,0.3625709652730406,1.9504795214006982,31.362802536778375,-0.042646981199177515
F571-V1,7,84.3,0.0,0.3493087646569894,0.8466463285771175,0.8632689364120967,0.6653797673864181,0.7732547638197157,0.395776603307917,0.40302190432125035,0.4644017221054689,0.3552878059596283,14.186989919401277,15.07878783676172,0.6519885302168289
F574-1,14,99.7,0.0,0.08861637688974486,1.3752715924371377,0.9192626658107605,0.46680398251960353,0.6800867004910431,0.3648533784001805,0.381862031857836,0.478026043164943,0.3208997519505314,11.348795991532151,14.613756665877506,0.6239010273361186
F574-2,5,40.0,0.0,0.21649855970628087,0.9311526385232933,0.8871859775488726,0.842878018256885,0.8719125295937078,0.4361195760916289,0.43613473802153246,0.457166784974828,0.4151272588922812,-2.6059491794083907,6.429265486841491,0.904389042283448
F579-V1,14,114.0,0.0,0.05989994728916185,1.6466067509948425,0.901269116387087,0.4823248196713723,0.6765001699805583,0.3758534449972905,0.3938775627035727,0.46760577400659886,0.3586807231479408,24.02044784625482,24.876629036789716,0.8829977987153778
F583-1,25,86.9,0.0,0.18450076806553425,1.0019405420931753,0.8039848647195604,0.20054429992716166,0.46868926232367947,0.3432927103991898,0.36007808532236557,0.4530294342949679,0.3205157159879874,13.062704978673112,17.465445582636388,0.7235214527198897
F583-4,12,69.9,0.0,0.061681004675571804,1.344874356946789,0.861555355940437,0.468451576202209,0.6617939030497892,0.32153517454963143,0.35588038771261465,0.4776609561679562,0.3146599816970287,6.0390076572770734,8.439273874013933,0.8177422622380747
IC2574,34,67.5,0.0,0.2523243187082584,0.7222996421499358,0.9203545859592266,0.2574318889949445,0.5791050957215376,0.33241715400042127,0.3484802993477356,0.44603245631526095,0.29812389218431573,0.1068095342031667,4.2557858648943645,0.8574476825433428
IC4202,32,250.0,0.9757270538374077,0.027234807385777306,2.1135234705963843,0.9659979707604207,0.38197706053266844,0.7128002233909652,0.3607156870981132,0.37330591719298345,0.4489261010131819,0.3358525452600338,-34.51741834824458,41.14158074794606,0.9057144185028985
KK98-251,15,34.6,0.0,0.5832257792586816,0.6536947953150819,0.831312692603922,0.3435147622843733,0.5524591691233667,0.3557455938450046,0.37805869148102506,0.47040070814043994,0.32787926421538677,-0.6965047093223503,1.7201773310563317,0.9630597398314511
NGC0024,29,110.0,0.0,0.0562827822194363,2.1249732461379747,0.8477091774431915,0.266009156978496,0.5072948915884159,0.37221980800815113,0.3751385494961942,0.46041909288403887,0.32937606369495875,17.805004093815985,19.945637524574714,0.9886351442122506
NGC0055,21,87.4,0.0,0.39811987188702974,1.1162589730897563,0.968510584541304,0.43974314573436457,0.7011634632898404,0.34426184245978786,0.36975991450647416,0.45875396754602316,0.327550879628117,-3.4113478436579223,7.734148382616264,0.7346273668313179
NGC0100,21,91.2,0.0,0.08166684156911787,1.4852142508056947,0.9378558919615739,0.35068060510558563,0.6350641911793773,0.3446071430051266,0.3672440504271878,0.4693955670758485,0.3046311205374575,0.6304311586010163,5.715430015056669,0.8915647155743176
NGC0247,26,108.0,0.0,0.17257685369546266,1.2419676982199161,0.9553894637778495,0.406094356606711,0.6769120116412205,0.3518856331653357,0.36904028728394006,0.45456485311094796,0.32017395235144513,4.8114217615354296,10.230088467282853,0.6504758500522663
NGC0289,28,194.0,0.0,0.22071131470084285,2.104805659173203,1.0003001446700381,0.48907928260916145,0.7588149572573266,0.3883592432742165,0.39197352541311725,0.44527898104825675,0.3524147448739444,3.421709852805299,23.18981778224961,0.6245988219296976
NGC0300,25,97.0,0.0,0.15819320488797414,1.2134402765538244,0.9725286343552346,0.44233726859049394,0.715787381695245,0.3542987557311949,0.3713512732133218,0.4516756349953937,0.32876442241678283,9.752169016911312,12.192786228362717,0.800838564090348
NGC0801,13,238.0,0.0,0.044526875560558565,2.8979847330103183,0.9332965411095889,0.4200442157424643,0.6589723514315117,0.3983089103009404,0.3996241797935968,0.46454049973459466,0.35059157897837023,-19.943128133047804,21.53549752153956,0.9811241728246196
NGC0891,18,234.0,0.8148299419499029,0.018941935819309082,2.6149220179795107,1.0214420326339517,0.5775960446175359,0.8175000859212711,0.36890929390647514,0.3790237130118663,0.43650448069651465,0.3459286470814323,-63.55730178176347,67.02512873959007,0.8049590424930971
NGC1003,36,115.0,0.0,0.28045349097626915,1.3439990690571613,0.9565981693670662,0.42200192804097236,0.7110559884790358,0.37202045209170964,0.3759599917990479,0.4453330719292978,0.32519708820238363,9.94926885700905,15.178554404536932,0.23239189852389455
NGC1090,24,176.0,0.0,0.06648200591747623,2.2196676553459023,1.005140200913665,0.4053717248621782,0.7357737304474901,0.3511024033058935,0.3744282447019811,0.46696599893695573,0.3423017575394671,-13.58339738062142,18.690864236367997,0.9032339990279011
NGC1705,14,73.2,0.0,0.20948451394916473,1.8025753407759177,0.9726756357060221,0.5406414024960037,0.766923283895175,0.3747116660333777,0.3852342556268019,0.4552206359514216,0.34434541676793207,17.4098212874827,18.04582596613474,0.8241842905913876
NGC2366,26,53.7,0.0,0.4840796948136745,0.9409943443043473,0.9925314341860745,0.31816191282693757,0.6746430897725222,0.3383270554405402,0.36574008540107267,0.4606991214174176,0.33786092699326814,-0.12440127549106926,5.9224153910634625,0.7548883797488093
NGC2403,73,136.0,0.0,0.14957706384222538,2.2399705055116415,0.9448446839968336,0.22852155122430418,0.5897090246818194,0.3890368824614306,0.385748848207789,0.42972344777894683,0.34012705441356517,1.4650269798471314,14.208819167578808,0.7160680796845901
NGC2683,11,212.0,0.16153756775248548,0.019462978717646167,2.0887472160536618,1.0458385439107254,0.6364709331732623,0.8616854509882285,0.3646665725329338,0.3777592445036936,0.4230272782834583,0.3551310438140468,4.5660442356539255,12.78958961658571,0.9570768984120749
