boundary,kind,cv_rms,base,pct_improve,params,frac_gal_improved
canonical_p2x20,stowe_C,23.648520421243763,24.359981639168655,2.9206147544090344,"600.0,550.0,600.0,500.0,550.0",0.6742857142857143
canonical_p2x20,gauss_C,23.650322021692663,24.359981639168655,2.9132190162858063,"600.0,550.0,600.0,500.0,550.0",0.6742857142857143
canonical_p2x20,rational_C,23.62962900691267,24.359981639168655,2.9981657748117674,"600.0,525.0,600.0,525.0,600.0",0.6742857142857143
canonical_p2x20,stowe_Cfrac,23.839530376360376,24.359981639168655,2.1365010471577683,"0.8,0.8,0.8,0.8,0.8",0.6514285714285715
canonical_p2x20,stowe_radius,24.032733424683165,24.359981639168655,1.3433844874468415,"0.8,0.8,0.8,0.8,0.8",0.6457142857142857
canonical_p2x20,gauss_radius,24.379874158176914,24.359981639168655,-0.08166064861179212,"1.0,0.5,1.0,0.5,1.0",0.64
canonical_p2x20,rational_radius,24.093047338101417,24.359981639168655,1.0957902391766638,"0.6,0.6,0.6,0.6,0.6",0.6628571428571428
flatv_p1x50,stowe_C,69.12562667084903,69.12562667084903,0.0,"0.0,0.0,0.0,0.0,0.0",0.0
flatv_p1x50,stowe_radius,69.12562667084903,69.12562667084903,0.0,"0.0,0.0,0.0,0.0,0.0",0.0
